# Time-averaged data for fix dta
# TimeStep v_myrho v_mylx v_myly v_mylz v_myp
350000 1.24487 47.9828 36.5691 47.6477 -2374.01
351000 1.24513 47.9978 36.576 47.6139 -2312.58
352000 1.24552 48.0128 36.5839 47.5738 -2252.95
353000 1.24587 48.0278 36.5871 47.5411 -1308.12
354000 1.24632 48.0428 36.5896 47.5059 -4368.19
355000 1.24715 48.0578 36.5839 47.4671 -2286.23
356000 1.24786 48.0728 36.5762 47.4352 -798.58
357000 1.24797 48.0878 36.5733 47.42 -1862.85
358000 1.24661 48.1028 36.5869 47.4392 -2501.93
359000 1.24497 48.1178 36.6068 47.4611 -2719.1
360000 1.24323 48.1328 36.6318 47.4804 -2645.14
361000 1.24204 48.1478 36.6539 47.4823 -738.591
362000 1.24088 48.1628 36.6774 47.4816 -3984.35
363000 1.24014 48.1778 36.685 47.485 -1294.04
364000 1.23968 48.1928 36.6856 47.4871 -2866.09
365000 1.23924 48.2078 36.6847 47.4906 -1468.56
366000 1.23945 48.2228 36.6736 47.4821 -1909.22
367000 1.2396 48.2378 36.6572 47.4828 -1514.5
368000 1.23932 48.2528 36.641 47.4997 -2829.94
369000 1.23934 48.2678 36.6259 47.5038 -2216.92
370000 1.23987 48.2828 36.6126 47.4859 -3497.28
371000 1.24058 48.2978 36.6008 47.4594 -3314.99
372000 1.24176 48.3128 36.582 47.4239 -2583.28
373000 1.24269 48.3278 36.5671 47.393 -4212.02
374000 1.24355 48.3428 36.5545 47.3619 -1943.66
375000 1.24354 48.3578 36.5533 47.3488 -1858.23
376000 1.24345 48.3728 36.5531 47.338 -3761.96
377000 1.24283 48.3878 36.5618 47.3357 -2228.57
378000 1.2418 48.4028 36.577 47.3405 -1924.95
379000 1.24019 48.4178 36.6039 47.3528 -3291.37
380000 1.23826 48.4328 36.6386 47.3668 -3456.34
381000 1.23665 48.4478 36.6678 47.3762 -2850.91
382000 1.23541 48.4628 36.6886 47.3818 -1624.55
383000 1.23456 48.4778 36.7001 47.3851 -3392.05
384000 1.23458 48.4928 36.6918 47.3803 -1353.65
385000 1.2347 48.5078 36.6763 47.3811 -4015.56
386000 1.23501 48.5228 36.6521 47.3858 -969.009
387000 1.23544 48.5378 36.6246 47.3903 -2461.43
388000 1.23652 48.5528 36.592 47.3765 -1946.45
389000 1.23818 48.5678 36.5486 47.3545 -1601.7
390000 1.23989 48.5828 36.5029 47.3338 -4527.08
391000 1.24186 48.5978 36.4455 47.3187 -1791.06
392000 1.24273 48.6128 36.4042 47.3243 -2579.8
393000 1.24346 48.6278 36.3669 47.3303 -1871.64
394000 1.24382 48.6428 36.3414 47.3356 -2287.65
395000 1.24402 48.6578 36.3215 47.3391 -1909.31
396000 1.24414 48.6728 36.3003 47.3478 -559.651
397000 1.24442 48.6878 36.2761 47.3539 -4297.51
398000 1.24451 48.7028 36.2607 47.3559 -1905.95
399000 1.24456 48.7178 36.2432 47.3626 -3054.9
400000 1.24416 48.7328 36.2324 47.3772 -3047.13
401000 1.24403 48.7478 36.2126 47.3935 -1614.7
402000 1.24316 48.7628 36.2051 47.4221 -2078.07
403000 1.24169 48.7778 36.2056 47.4628 -1354.04
404000 1.24082 48.7928 36.2068 47.4797 -2789.29
405000 1.24035 48.8078 36.2065 47.4835 -2305.73
406000 1.2395 48.8228 36.2156 47.4898 -1732.86
407000 1.2388 48.8378 36.2253 47.4892 -1873.45
408000 1.23816 48.8528 36.2314 47.4913 -2149.57
409000 1.2371 48.8678 36.2506 47.492 -3390.69
410000 1.23648 48.8828 36.2735 47.4714 -3830.45
411000 1.23621 48.8978 36.2989 47.4338 -2657.15
412000 1.23579 48.9128 36.3239 47.4028 -2157.49
413000 1.23619 48.9278 36.3322 47.3622 -4252.08
414000 1.23704 48.9428 36.3301 47.318 -3116.61
415000 1.23829 48.9578 36.3178 47.2714 -3087.02
416000 1.23969 48.9728 36.2976 47.2302 -3345.01
417000 1.24079 48.9878 36.2772 47.2004 -2089.82
418000 1.24131 49.0028 36.2571 47.1922 -3300.28
419000 1.24202 49.0178 36.2308 47.1848 -3136.78
420000 1.24162 49.0328 36.2207 47.199 -3251.32
421000 1.24045 49.0478 36.2237 47.2252 -3233.42
422000 1.23902 49.0628 36.2276 47.2598 -3209.32
423000 1.23768 49.0778 36.2265 47.2981 -3314.48
424000 1.23699 49.0928 36.2191 47.3197 -649.42
425000 1.23687 49.1078 36.1987 47.3365 -2186.47
426000 1.23678 49.1228 36.1772 47.3536 -2636.43
427000 1.23692 49.1378 36.1539 47.3645 -4139.38
428000 1.23682 49.1528 36.1331 47.3812 -3153.43
429000 1.23687 49.1678 36.1111 47.3936 -3121.9
430000 1.23711 49.1828 36.0865 47.4023 -1457.34
431000 1.23732 49.1978 36.0611 47.4129 -2540.03
432000 1.23782 49.2128 36.0355 47.413 -1879.08
433000 1.23865 49.2278 36.0079 47.4032 -4430.4
434000 1.23915 49.2428 35.9856 47.3991 -2521.95
435000 1.2386 49.2578 35.9739 47.4211 -4206.6
436000 1.23771 49.2728 35.9667 47.45 -2313.11
437000 1.23687 49.2878 35.9613 47.4749 -4842.36
438000 1.23631 49.3028 35.9603 47.4834 -3317.82
439000 1.23588 49.3178 35.9632 47.4817 -4353.58
440000 1.2354 49.3328 35.9674 47.4802 -2954.72
441000 1.23496 49.3478 35.9774 47.4695 -4166.4
442000 1.23489 49.3628 35.9773 47.4577 -2803.12
443000 1.23491 49.3778 35.9728 47.4485 -3596.39
444000 1.2351 49.3928 35.9705 47.4299 -4030.04
445000 1.23584 49.4078 35.962 47.3984 -2446.31
446000 1.23712 49.4228 35.9437 47.359 -3888.1
447000 1.23861 49.4378 35.9218 47.3166 -2401.26
448000 1.23975 49.4528 35.9023 47.2844 -2702.54
449000 1.24093 49.4678 35.8816 47.2521 -9.74404
450000 1.24158 49.4828 35.872 47.2259 -3498.17
451000 1.24175 49.4978 35.8721 47.2048 -3419.39
452000 1.24174 49.5128 35.8779 47.1832 -3660.96
453000 1.2411 49.5278 35.8928 47.174 -2190.54
454000 1.23986 49.5428 35.9161 47.1762 -1360.99
455000 1.23892 49.5578 35.9369 47.1702 -3404.48
456000 1.23863 49.5728 35.9537 47.1448 -3647.92
457000 1.23848 49.5878 35.9653 47.1211 -3170.03
458000 1.2382 49.6028 35.9741 47.1062 -3965.86
459000 1.2383 49.6178 35.9741 47.0879 -1889.41
460000 1.23836 49.6328 35.9711 47.0754 -2650.81
461000 1.23894 49.6478 35.9579 47.0565 -4198.44
462000 1.23971 49.6628 35.9324 47.0463 -4232.89
463000 1.2404 49.6778 35.907 47.0393 -2938.91
464000 1.24086 49.6928 35.8821 47.0403 -3907.88
465000 1.24071 49.7078 35.8675 47.051 -3830.7
466000 1.24037 49.7228 35.8561 47.0645 -2788.49
467000 1.23923 49.7378 35.8587 47.0902 -4309.03
468000 1.23784 49.7528 35.8677 47.1172 -3596.64
469000 1.23668 49.7678 35.8755 47.1368 -3526.4
470000 1.23568 49.7828 35.8816 47.1528 -3862.77
471000 1.23557 49.7978 35.8815 47.1429 -2479.91
472000 1.23604 49.8128 35.88 47.1129 -4177.67
473000 1.23724 49.8278 35.8696 47.0666 -3813.05
474000 1.23898 49.8428 35.8634 46.9945 -4616.27
475000 1.24092 49.8578 35.8578 46.9143 -2708.91
476000 1.24249 49.8728 35.8541 46.8455 -4084.95
477000 1.24405 49.8878 35.8563 46.77 -2350.12
478000 1.24506 49.9028 35.87 46.7002 -2495.63
479000 1.24582 49.9178 35.8812 46.6429 -3493
480000 1.24576 49.9328 35.9005 46.6064 -1554.39
481000 1.24507 49.9478 35.9251 46.5861 -3632.69
